name,collection,path,repo_url,license,version,author,has_frontmatter,is_template,duplicate_of,description
systematic-debugging,academicforge,skills/academicforge/skills/superpowers/systematic-debugging/SKILL.md,https://github.com/HughYau/AcademicForge,,,,True,False,,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes"
test-driven-development,academicforge,skills/academicforge/skills/superpowers/test-driven-development/SKILL.md,https://github.com/HughYau/AcademicForge,,,,True,False,,"Use when implementing any feature or bugfix, before writing implementation code"
using-git-worktrees,academicforge,skills/academicforge/skills/superpowers/using-git-worktrees/SKILL.md,https://github.com/HughYau/AcademicForge,,,,True,False,,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback
using-superpowers,academicforge,skills/academicforge/skills/superpowers/using-superpowers/SKILL.md,https://github.com/HughYau/AcademicForge,,,,True,False,,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions"
verification-before-completion,academicforge,skills/academicforge/skills/superpowers/verification-before-completion/SKILL.md,https://github.com/HughYau/AcademicForge,,,,True,False,,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always"
writing-plans,academicforge,skills/academicforge/skills/superpowers/writing-plans/SKILL.md,https://github.com/HughYau/AcademicForge,,,,True,False,,"Use when you have a spec or requirements for a multi-step task, before touching code"
writing-skills,academicforge,skills/academicforge/skills/superpowers/writing-skills/SKILL.md,https://github.com/HughYau/AcademicForge,,,,True,False,,"Use when creating new skills, editing existing skills, or verifying skills work before deployment"
autoresearch,ai-research-skills,skills/ai-research-skills/0-autoresearch-skill/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Orchestrates end-to-end autonomous AI research projects using a two-loop architecture. The inner loop runs rapid experiment iterations with clear optimization targets. The outer loop synthesizes results, identifies patterns, and steers research direction. Routes to domain-specific skills for execution, supports continuous agent operation via Claude Code /loop and OpenClaw heartbeat, and produces research presentations and papers. Use when starting a research project, running autonomous experiments, or managing a multi-hypothesis research effort."
implementing-llms-litgpt,ai-research-skills,skills/ai-research-skills/01-model-architecture/litgpt/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Implements and trains LLMs using Lightning AI's LitGPT with 20+ pretrained architectures (Llama, Gemma, Phi, Qwen, Mistral). Use when need clean model implementations, educational understanding of architectures, or production fine-tuning with LoRA/QLoRA. Single-file implementations, no abstraction layers."
mamba-architecture,ai-research-skills,skills/ai-research-skills/01-model-architecture/mamba/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"State-space model with O(n) complexity vs Transformers' O(n²). 5× faster inference, million-token sequences, no KV cache. Selective SSM with hardware-aware design. Mamba-1 (d_state=16) and Mamba-2 (d_state=128, multi-head). Models 130M-2.8B on HuggingFace."
nanogpt,ai-research-skills,skills/ai-research-skills/01-model-architecture/nanogpt/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Educational GPT implementation in ~300 lines. Reproduces GPT-2 (124M) on OpenWebText. Clean, hackable code for learning transformers. By Andrej Karpathy. Perfect for understanding GPT architecture from scratch. Train on Shakespeare (CPU) or OpenWebText (multi-GPU)."
rwkv-architecture,ai-research-skills,skills/ai-research-skills/01-model-architecture/rwkv/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"RNN+Transformer hybrid with O(n) inference. Linear time, infinite context, no KV cache. Train like GPT (parallel), infer like RNN (sequential). Linux Foundation AI project. Production at Windows, Office, NeMo. RWKV-7 (March 2025). Models up to 14B parameters."
distributed-llm-pretraining-torchtitan,ai-research-skills,skills/ai-research-skills/01-model-architecture/torchtitan/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Provides PyTorch-native distributed LLM pretraining using torchtitan with 4D parallelism (FSDP2, TP, PP, CP). Use when pretraining Llama 3.1, DeepSeek V3, or custom models at scale from 8 to 512+ GPUs with Float8, torch.compile, and distributed checkpointing."
huggingface-tokenizers,ai-research-skills,skills/ai-research-skills/02-tokenization/huggingface-tokenizers/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Fast tokenizers optimized for research and production. Rust-based implementation tokenizes 1GB in <20 seconds. Supports BPE, WordPiece, and Unigram algorithms. Train custom vocabularies, track alignments, handle padding/truncation. Integrates seamlessly with transformers. Use when you need high-performance tokenization or custom tokenizer training."
sentencepiece,ai-research-skills,skills/ai-research-skills/02-tokenization/sentencepiece/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Language-independent tokenizer treating text as raw Unicode. Supports BPE and Unigram algorithms. Fast (50k sentences/sec), lightweight (6MB memory), deterministic vocabulary. Used by T5, ALBERT, XLNet, mBART. Train on raw text without pre-tokenization. Use when you need multilingual support, CJK languages, or reproducible tokenization."
axolotl,ai-research-skills,skills/ai-research-skills/03-fine-tuning/axolotl/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Expert guidance for fine-tuning LLMs with Axolotl - YAML configs, 100+ models, LoRA/QLoRA, DPO/KTO/ORPO/GRPO, multimodal support"
llama-factory,ai-research-skills,skills/ai-research-skills/03-fine-tuning/llama-factory/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Expert guidance for fine-tuning LLMs with LLaMA-Factory - WebUI no-code, 100+ models, 2/3/4/5/6/8-bit QLoRA, multimodal support"
peft-fine-tuning,ai-research-skills,skills/ai-research-skills/03-fine-tuning/peft/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Parameter-efficient fine-tuning for LLMs using LoRA, QLoRA, and 25+ methods. Use when fine-tuning large models (7B-70B) with limited GPU memory, when you need to train <1% of parameters with minimal accuracy loss, or for multi-adapter serving. HuggingFace's official library integrated with transformers ecosystem."
unsloth,ai-research-skills,skills/ai-research-skills/03-fine-tuning/unsloth/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Expert guidance for fast fine-tuning with Unsloth - 2-5x faster training, 50-80% less memory, LoRA/QLoRA optimization"
nnsight-remote-interpretability,ai-research-skills,skills/ai-research-skills/04-mechanistic-interpretability/nnsight/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Provides guidance for interpreting and manipulating neural network internals using nnsight with optional NDIF remote execution. Use when needing to run interpretability experiments on massive models (70B+) without local GPU resources, or when working with any PyTorch architecture."
pyvene-interventions,ai-research-skills,skills/ai-research-skills/04-mechanistic-interpretability/pyvene/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Provides guidance for performing causal interventions on PyTorch models using pyvene's declarative intervention framework. Use when conducting causal tracing, activation patching, interchange intervention training, or testing causal hypotheses about model behavior."
sparse-autoencoder-training,ai-research-skills,skills/ai-research-skills/04-mechanistic-interpretability/saelens/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Provides guidance for training and analyzing Sparse Autoencoders (SAEs) using SAELens to decompose neural network activations into interpretable features. Use when discovering interpretable features, analyzing superposition, or studying monosemantic representations in language models."
transformer-lens-interpretability,ai-research-skills,skills/ai-research-skills/04-mechanistic-interpretability/transformer-lens/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Provides guidance for mechanistic interpretability research using TransformerLens to inspect and manipulate transformer internals via HookPoints and activation caching. Use when reverse-engineering model algorithms, studying attention patterns, or performing activation patching experiments."
nemo-curator,ai-research-skills,skills/ai-research-skills/05-data-processing/nemo-curator/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"GPU-accelerated data curation for LLM training. Supports text/image/video/audio. Features fuzzy deduplication (16× faster), quality filtering (30+ heuristics), semantic deduplication, PII redaction, NSFW detection. Scales across GPUs with RAPIDS. Use for preparing high-quality training datasets, cleaning web data, or deduplicating large corpora."
ray-data,ai-research-skills,skills/ai-research-skills/05-data-processing/ray-data/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Scalable data processing for ML workloads. Streaming execution across CPU/GPU, supports Parquet/CSV/JSON/images. Integrates with Ray Train, PyTorch, TensorFlow. Scales from single machine to 100s of nodes. Use for batch inference, data preprocessing, multi-modal data loading, or distributed ETL pipelines."
grpo-rl-training,ai-research-skills,skills/ai-research-skills/06-post-training/grpo-rl-training/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,Expert guidance for GRPO/RL fine-tuning with TRL for reasoning and task-specific model training
miles-rl-training,ai-research-skills,skills/ai-research-skills/06-post-training/miles/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Provides guidance for enterprise-grade RL training using miles, a production-ready fork of slime. Use when training large MoE models with FP8/INT4, needing train-inference alignment, or requiring speculative RL for maximum throughput."
openrlhf-training,ai-research-skills,skills/ai-research-skills/06-post-training/openrlhf/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"High-performance RLHF framework with Ray+vLLM acceleration. Use for PPO, GRPO, RLOO, DPO training of large models (7B-70B+). Built on Ray, vLLM, ZeRO-3. 2× faster than DeepSpeedChat with distributed architecture and GPU resource sharing."
simpo-training,ai-research-skills,skills/ai-research-skills/06-post-training/simpo/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Simple Preference Optimization for LLM alignment. Reference-free alternative to DPO with better performance (+6.4 points on AlpacaEval 2.0). No reference model needed, more efficient than DPO. Use for preference alignment when want simpler, faster training than DPO/PPO."
slime-rl-training,ai-research-skills,skills/ai-research-skills/06-post-training/slime/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Provides guidance for LLM post-training with RL using slime, a Megatron+SGLang framework. Use when training GLM models, implementing custom data generation workflows, or needing tight Megatron-LM integration for RL scaling."
torchforge-rl-training,ai-research-skills,skills/ai-research-skills/06-post-training/torchforge/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Provides guidance for PyTorch-native agentic RL using torchforge, Meta's library separating infra from algorithms. Use when you want clean RL abstractions, easy algorithm experimentation, or scalable training with Monarch and TorchTitan."
fine-tuning-with-trl,ai-research-skills,skills/ai-research-skills/06-post-training/trl-fine-tuning/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Fine-tune LLMs using reinforcement learning with TRL - SFT for instruction tuning, DPO for preference alignment, PPO/GRPO for reward optimization, and reward model training. Use when need RLHF, align model with preferences, or train from human feedback. Works with HuggingFace Transformers."
verl-rl-training,ai-research-skills,skills/ai-research-skills/06-post-training/verl/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Provides guidance for training LLMs with reinforcement learning using verl (Volcano Engine RL). Use when implementing RLHF, GRPO, PPO, or other RL algorithms for LLM post-training at scale with flexible infrastructure backends."
constitutional-ai,ai-research-skills,skills/ai-research-skills/07-safety-alignment/constitutional-ai/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Anthropic's method for training harmless AI through self-improvement. Two-phase approach - supervised learning with self-critique/revision, then RLAIF (RL from AI Feedback). Use for safety alignment, reducing harmful outputs without human labels. Powers Claude's safety system."
llamaguard,ai-research-skills,skills/ai-research-skills/07-safety-alignment/llamaguard/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Meta's 7-8B specialized moderation model for LLM input/output filtering. 6 safety categories - violence/hate, sexual content, weapons, substances, self-harm, criminal planning. 94-95% accuracy. Deploy with vLLM, HuggingFace, Sagemaker. Integrates with NeMo Guardrails."
nemo-guardrails,ai-research-skills,skills/ai-research-skills/07-safety-alignment/nemo-guardrails/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"NVIDIA's runtime safety framework for LLM applications. Features jailbreak detection, input/output validation, fact-checking, hallucination detection, PII filtering, toxicity detection. Uses Colang 2.0 DSL for programmable rails. Production-ready, runs on T4 GPU."
prompt-guard,ai-research-skills,skills/ai-research-skills/07-safety-alignment/prompt-guard/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Meta's 86M prompt injection and jailbreak detector. Filters malicious prompts and third-party data for LLM apps. 99%+ TPR, <1% FPR. Fast (<2ms GPU). Multilingual (8 languages). Deploy with HuggingFace or batch processing for RAG security."
huggingface-accelerate,ai-research-skills,skills/ai-research-skills/08-distributed-training/accelerate/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Simplest distributed training API. 4 lines to add distributed support to any PyTorch script. Unified API for DeepSpeed/FSDP/Megatron/DDP. Automatic device placement, mixed precision (FP16/BF16/FP8). Interactive config, single launch command. HuggingFace ecosystem standard."
deepspeed,ai-research-skills,skills/ai-research-skills/08-distributed-training/deepspeed/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Expert guidance for distributed training with DeepSpeed - ZeRO optimization stages, pipeline parallelism, FP16/BF16/FP8, 1-bit Adam, sparse attention"
training-llms-megatron,ai-research-skills,skills/ai-research-skills/08-distributed-training/megatron-core/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Trains large language models (2B-462B parameters) using NVIDIA Megatron-Core with advanced parallelism strategies. Use when training models >1B parameters, need maximum GPU efficiency (47% MFU on H100), or require tensor/pipeline/sequence/context/expert parallelism. Production-ready framework used for Nemotron, LLaMA, DeepSeek."
pytorch-fsdp2,ai-research-skills,skills/ai-research-skills/08-distributed-training/pytorch-fsdp2/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Adds PyTorch FSDP2 (fully_shard) to training scripts with correct init, sharding, mixed precision/offload config, and distributed checkpointing. Use when models exceed single-GPU memory or when you need DTensor-based sharding with DeviceMesh."
pytorch-lightning,ai-research-skills,skills/ai-research-skills/08-distributed-training/pytorch-lightning/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"High-level PyTorch framework with Trainer class, automatic distributed training (DDP/FSDP/DeepSpeed), callbacks system, and minimal boilerplate. Scales from laptop to supercomputer with same code. Use when you want clean training loops with built-in best practices."
ray-train,ai-research-skills,skills/ai-research-skills/08-distributed-training/ray-train/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Distributed training orchestration across clusters. Scales PyTorch/TensorFlow/HuggingFace from laptop to 1000s of nodes. Built-in hyperparameter tuning with Ray Tune, fault tolerance, elastic scaling. Use when training massive models across multiple machines or running distributed hyperparameter sweeps."
lambda-labs-gpu-cloud,ai-research-skills,skills/ai-research-skills/09-infrastructure/lambda-labs/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Reserved and on-demand GPU cloud instances for ML training and inference. Use when you need dedicated GPU instances with simple SSH access, persistent filesystems, or high-performance multi-node clusters for large-scale training."
modal-serverless-gpu,ai-research-skills,skills/ai-research-skills/09-infrastructure/modal/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Serverless GPU cloud platform for running ML workloads. Use when you need on-demand GPU access without infrastructure management, deploying ML models as APIs, or running batch jobs with automatic scaling."
skypilot-multi-cloud-orchestration,ai-research-skills,skills/ai-research-skills/09-infrastructure/skypilot/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Multi-cloud orchestration for ML workloads with automatic cost optimization. Use when you need to run training or batch jobs across multiple clouds, leverage spot instances with auto-recovery, or optimize GPU costs across providers."
awq-quantization,ai-research-skills,skills/ai-research-skills/10-optimization/awq/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Activation-aware weight quantization for 4-bit LLM compression with 3x speedup and minimal accuracy loss. Use when deploying large models (7B-70B) on limited GPU memory, when you need faster inference than GPTQ with better accuracy preservation, or for instruction-tuned and multimodal models. MLSys 2024 Best Paper Award winner."
quantizing-models-bitsandbytes,ai-research-skills,skills/ai-research-skills/10-optimization/bitsandbytes/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Quantizes LLMs to 8-bit or 4-bit for 50-75% memory reduction with minimal accuracy loss. Use when GPU memory is limited, need to fit larger models, or want faster inference. Supports INT8, NF4, FP4 formats, QLoRA training, and 8-bit optimizers. Works with HuggingFace Transformers."
optimizing-attention-flash,ai-research-skills,skills/ai-research-skills/10-optimization/flash-attention/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"Optimizes transformer attention with Flash Attention for 2-4x speedup and 10-20x memory reduction. Use when training/running transformers with long sequences (>512 tokens), encountering GPU memory issues with attention, or need faster inference. Supports PyTorch native SDPA, flash-attn library, H100 FP8, and sliding window attention."
gguf-quantization,ai-research-skills,skills/ai-research-skills/10-optimization/gguf/SKILL.md,https://github.com/Orchestra-Research/AI-Research-SKILLs,MIT,1.0.0,Orchestra Research,True,False,,"GGUF format and llama.cpp quantization for efficient CPU/GPU inference. Use when deploying models on consumer hardware, Apple Silicon, or when needing flexible quantization from 2-8 bit without GPU requirements."
